"ID","X","Y","Date","OCSKGM","type","top","OCSKGM2015","OCSKGM2014","OCSKGM2013","OCSKGM2012","OCSKGM2011","OCSKGM2010","OCSKGM2009","OCSKGM2008","OCSKGM2007","OCSKGM2006","OCSKGM2005"
"data1",-61.840879,-23.85651,2011-01-01,5.26286559621907,"SP",0,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907,5.26286559621907
"data2",-61.84256,-23.86006,2011-01-01,3.37682375219334,"SP",0,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334,3.37682375219334
"data3",-61.84619,-23.87391,2011-01-01,6.57623165238629,"SP",0,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629,6.57623165238629
"data4",-61.8755,-23.88307,2011-01-01,5.94689058355543,"SP",0,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543,5.94689058355543
"data5",-61.79123,-23.89972,2011-01-01,3.47074448889651,"SP",0,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651,3.47074448889651
"data6",-61.88488,-23.9039,2011-01-01,3.50540752540773,"SP",0,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773,3.50540752540773
"data7",-61.89862,-23.90885,2011-01-01,6.5233910937426,"SP",0,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426,6.5233910937426
"data8",-61.90078,-23.91187,2011-01-01,2.33496522801154,"SP",0,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154,2.33496522801154
"data9",-61.773,-23.91247,2011-01-01,2.14100674076615,"SP",0,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615,2.14100674076615
"data10",-61.8739,-23.94058,2011-01-01,4.16367621474152,"SP",0,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152,4.16367621474152
"data11",-61.85047,-23.95454,2011-01-01,2.13705561598118,"SP",0,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118,2.13705561598118
"data12",-61.72734,-23.95943,2011-01-01,7.2258468343361,"SP",0,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361,7.2258468343361
